winning_team,country
Senegal,Japan
Brazil,Japan
Turkey,Japan
Brazil,Japan
Turkey,Japan
Saint Martin,Saint Martin
Brazil,Japan
Bhutan,Bhutan
Brazil,Japan
New Zealand,New Zealand
Solomon Islands,New Zealand
Australia,New Zealand
Fiji,New Zealand
Estonia,Kazakhstan
New Zealand,New Zealand
Tahiti,New Zealand
Australia,New Zealand
Vanuatu,New Zealand
New Zealand,New Zealand
Tahiti,New Zealand
Australia,New Zealand
Vanuatu,New Zealand
Australia,New Zealand
New Zealand,New Zealand
New Zealand,New Zealand
Tahiti,New Zealand
Uganda,Sudan
Sudan,Sudan
Chad,Sudan
Sudan,Sudan
Uganda,Sudan
Sudan,Sudan
Mauritius,Swaziland
Mauritius,Swaziland
Grenada,Saint Martin
Egypt,Egypt
Kenya,Jordan
Sudan,Jordan
Egypt,Egypt
Azerbaijan,Azerbaijan
Paraguay,Brazil
Republic of Ireland,Finland
Iceland,Iceland
Cyprus,Northern Ireland
Belgium,Poland
Denmark,Scotland
Switzerland,Switzerland
Egypt,Egypt
Libya,Egypt
Jamaica,England
Jamaica,England
Italy,Azerbaijan
Madagascar,Madagascar
Portugal,England
Wales,Finland
Morocco,Gabon
Hungary,Iceland
Niger,Niger
Benin,Benin
South Africa,Ivory Coast
North Macedonia,Liechtenstein
Zambia,Sudan
Switzerland,Switzerland
Morocco,Iran
Ivory Coast,Ivory Coast
Paraguay,Iran
Oman,Oman
Lesotho,Swaziland
Finland,Finland
Scotland,Iceland
Latvia,Poland
Tunisia,Portugal
Nigeria,Senegal
Spain,Spain
Hungary,Sweden
Eswatini,Swaziland
Scotland,Scotland
North Macedonia,England
Iceland,Iceland
Switzerland,Republic of Ireland
Jamaica,Japan
Ukraine,Northern Ireland
Poland,Poland
Paraguay,Spain
Portugal,Sweden
Wales,Azerbaijan
Costa Rica,Ecuador
Argentina,Japan
Portugal,Portugal
Qatar,Qatar
Spain,Spain
Iraq,Qatar
Jordan,Bahrain
China PR,Bahrain
Thailand,Thailand
Syria,Bahrain
Jordan,Bahrain
China PR,Bahrain
Jordan,Bahrain
Jordan,Kuwait
Saudi Arabia,Kuwait
Syria,Kuwait
Kuwait,Kuwait
Bahrain,Kuwait
Saudi Arabia,Kuwait
Jordan,Kuwait
Bahrain,Kuwait
Syria,Kuwait
Ghana,Egypt
Jordan,Kuwait
Palestine,Kuwait
Lebanon,Kuwait
Saudi Arabia,Kuwait
Palestine,Kuwait
Bahrain,Kuwait
Saudi Arabia,Kuwait
Burkina Faso,Niger
Andalusia,Spain
Bahrain,Kuwait
North Macedonia,Spain
Catalonia,Spain
Mali,Niger
Saudi Arabia,Kuwait
Pakistan,Bangladesh
Sri Lanka,Bangladesh
Bangladesh,Bangladesh
Maldives,Bangladesh
India,Bangladesh
Pakistan,Bangladesh
Bangladesh,Bangladesh
Nepal,Bangladesh
Pakistan,Bangladesh
Sri Lanka,Bangladesh
Bangladesh,Bangladesh
Maldives,Bangladesh
Bangladesh,Bangladesh
Maldives,Bangladesh
Maldives,Bangladesh
India,Bangladesh
Norway,Oman
Ecuador,Ecuador
Brazil,China PR
Ecuador,Ecuador
Denmark,Egypt
Australia,England
Israel,Israel
Finland,Northern Ireland
Republic of Ireland,Scotland
Spain,Spain
Benin,Benin
China PR,China PR
Sweden,Thailand
North Korea,Thailand
Sweden,Thailand
Qatar,Thailand
Qatar,Thailand
Sweden,Thailand
Sweden,Thailand
Madagascar,Madagascar
Thailand,Thailand
DR Congo,Sudan
Moldova,Israel
Niger,Benin
Afghanistan,Nepal
Nepal,Nepal
Egypt,Egypt
Eswatini,Swaziland
Kyrgyzstan,Nepal
Benin,Benin
Uruguay,Japan
Gabon,Gabon
England,Liechtenstein
Hungary,Poland
Portugal,Portugal
Scotland,Scotland
Sudan,Sudan
Chad,Chad
DR Congo,Swaziland
England,England
Portugal,Switzerland
Greece,Northern Ireland
Poland,Poland
Spain,Spain
Bhutan,Bhutan
Mongolia,Bhutan
Mongolia,Bhutan
Finland,Finland
Republic of Ireland,Republic of Ireland
Liechtenstein,Liechtenstein
Austria,Scotland
Spain,Spain
Croatia,Sweden
Italy,Switzerland
Belarus,Uzbekistan
Kenya,Sudan
New Zealand,Scotland
Angola,Gabon
South Korea,Japan
Senegal,Senegal
England,England
Poland,Poland
Paraguay,Portugal
Finland,Finland
Iceland,Iceland
Republic of Ireland,Republic of Ireland
Niger,Niger
Germany,Scotland
Senegal,Senegal
Greece,Spain
Russia,Switzerland
Benin,Benin
Ecuador,Spain
Egypt,Egypt
Ivory Coast,Ivory Coast
Argentina,Japan
Portugal,Portugal
Azerbaijan,Azerbaijan
England,England
Italy,Finland
Republic of Ireland,Republic of Ireland
Paraguay,Japan
Spain,Northern Ireland
Sweden,Sweden
Switzerland,Switzerland
Senegal,Senegal
Egypt,Egypt
Eswatini,Swaziland
Niger,Niger
Benin,Benin
Algeria,Chad
Gabon,Gabon
Mauritius,Madagascar
Sudan,Sudan
Eswatini,Swaziland
Nigeria,England
Iraq,Iran
Uruguay,Iran
Republic of Ireland,Republic of Ireland
Chile,China PR
Ecuador,Ecuador
England,England
Japan,Japan
San Marino,Liechtenstein
Portugal,Portugal
Greece,Sweden
France,Switzerland
Lebanon,Lebanon
Jordan,Jordan
Iran,Iran
Finland,Azerbaijan
Ecuador,Ecuador
Germany,Iceland
Russia,Republic of Ireland
Turkey,Liechtenstein
Spain,Portugal
Scotland,Scotland
Botswana,Swaziland
Sweden,Sweden
Australia,England
Turkey,Republic of Ireland
Brazil,Brazil
England,England
Senegal,Japan
Armenia,Northern Ireland
Oman,Oman
Sweden,Poland
Spain,Spain
Kuwait,Kuwait
Yemen,Yemen
Bahrain,Bahrain
Syria,Jordan
Sudan,Yemen
Kuwait,Qatar
Palestine,Qatar
Jordan,Jordan
Kuwait,Kuwait
Qatar,Qatar
Kuwait,Kuwait
Kuwait,Kuwait
Oman,Oman
Egypt,Egypt
Finland,Finland
Slovakia,Liechtenstein
Benin,Madagascar
Algeria,Niger
Portugal,Portugal
Scotland,Scotland
Latvia,Sweden
Switzerland,Switzerland
Kernow,England
Sudan,Sudan
Brazil,England
Chad,Chad
Iran,Iran
Cape Verde,Swaziland
Thailand,Thailand
Jordan,Jordan
Oman,Oman
Turkmenistan,Turkmenistan
Vietnam,Oman
Bahrain,Bahrain
Iraq,Bahrain
Vietnam,Oman
Oman,Oman
Bahrain,Bahrain
Iraq,Bahrain
Bahrain,Bahrain
Myanmar,Bahrain
South Korea,Oman
Oman,Oman
North Korea,Lebanon
Tajikistan,Uzbekistan
Uzbekistan,Uzbekistan
Burkina Faso,Gabon
Tajikistan,Uzbekistan
Uzbekistan,Uzbekistan
Turkmenistan,Turkmenistan
Hong Kong,Uzbekistan
Tajikistan,Uzbekistan
Iran,Iran
Jordan,Lebanon
Poland,Poland
Turkmenistan,Turkmenistan
Egypt,Egypt
Gabon,Gabon
Greece,Portugal
Scotland,Scotland
Senegal,Senegal
Spain,Spain
Benin,Benin
Denmark,England
Poland,Poland
Uzbekistan,Thailand
Thailand,Thailand
Egypt,Egypt
Republic of Ireland,Republic of Ireland
Jordan,Jordan
Uruguay,Brazil
Peru,Ecuador
Uzbekistan,Thailand
Cameroon,Japan
Iran,Lebanon
Portugal,Portugal
Qatar,Qatar
Thailand,Thailand
Turkmenistan,Turkmenistan
Tajikistan,Thailand
Thailand,Thailand
Turkmenistan,Afghanistan
Taiwan,Taiwan
Tajikistan,Bangladesh
Iran,Iran
Kyrgyzstan,Pakistan
Sudan,Sudan
Tajikistan,Tajikistan
Uganda,Sudan
Kenya,Sudan
Zanzibar,Sudan
Kyrgyzstan,Kyrgyzstan
South Korea,Japan
Japan,Japan
Sudan,Sudan
Kenya,Sudan
South Korea,Japan
Rwanda,Sudan
Uganda,Sudan
China PR,Japan
South Korea,Japan
Kenya,Sudan
Uganda,Sudan
Iraq,Bahrain
Egypt,Bahrain
Egypt,Bahrain
Iraq,Bahrain
Bahrain,Bahrain
Egypt,Bahrain
Oman,Oman
Iraq,Qatar
Oman,Kuwait
Saudi Arabia,Kuwait
Qatar,Kuwait
Basque Country,Spain
Andalusia,Spain
Oman,Kuwait
Catalonia,Spain
United Arab Emirates,Kuwait
Qatar,Kuwait
Bahrain,Kuwait
Oman,Kuwait
Saudi Arabia,Kuwait
Kuwait,Kuwait
Bahrain,Kuwait
Qatar,Kuwait
Saudi Arabia,Kuwait
Qatar,Kuwait
Saudi Arabia,Kuwait
Bahrain,Kuwait
Egypt,Egypt
Qatar,Kuwait
Saudi Arabia,Kuwait
Bahrain,Kuwait
Oman,Kuwait
United Arab Emirates,Kuwait
DR Congo,Egypt
Burkina Faso,Egypt
Senegal,Senegal
North Macedonia,China PR
Panama,El Salvador
China PR,China PR
China PR,China PR
China PR,China PR
Japan,Japan
Lebanon,Lebanon
Japan,Japan
Jordan,Jordan
Qatar,Qatar
Bahrain,Bahrain
China PR,China PR
Iran,Iran
Brazil,Republic of Ireland
Japan,Japan
Jordan,Jordan
Tajikistan,Kyrgyzstan
Norway,Northern Ireland
Palestine,Qatar
Poland,Spain
England,Portugal
Spain,Spain
Turkmenistan,Turkmenistan
Iraq,Uzbekistan
North Korea,Yemen
Poland,Spain
Faroe Islands,Spain
China PR,China PR
Turkmenistan,Yemen
Jordan,Bahrain
Bermuda,Montserrat
Jordan,Bahrain
Syria,Lebanon
Australia,England
Israel,Israel
Egypt,Egypt
Guatemala,El Salvador
Republic of Ireland,Republic of Ireland
Jordan,Jordan
Syria,Kyrgyzstan
Iraq,Qatar
United States,Poland
Italy,Portugal
Romania,Scotland
Spain,Spain
Sweden,Sweden
Bahrain,Tajikistan
Turkmenistan,Turkmenistan
Thailand,Yemen
Uzbekistan,Taiwan
China PR,Spain
Syria,Sudan
Syria,Sudan
Moldova,Israel
Azerbaijan,Kazakhstan
Serbia,Northern Ireland
Republic of Ireland,Poland
Sweden,Portugal
Switzerland,Switzerland
Samoa,New Zealand
Sealand,Finland
Togo,Benin
Sudan,Sudan
Trinidad and Tobago,England
Egypt,Egypt
Zambia,Sudan
Brazil,Spain
Benin,Benin
Bahrain,Lebanon
Republic of Ireland,Republic of Ireland
Azerbaijan,Azerbaijan
Sweden,Finland
Egypt,Egypt
Nigeria,England
Poland,Poland
Portugal,Portugal
Japan,England
Scotland,Scotland
Nigeria,England
Oman,Oman
Qatar,Qatar
China PR,China PR
Japan,England
Syria,Kuwait
Netherlands,Switzerland
Brazil,Brazil
Ecuador,Ecuador
Republic of Ireland,England
Germany,Switzerland
Syria,Kuwait
Greece,Liechtenstein
Oman,Oman
Ecuador,Ecuador
England,England
Zimbabwe,Gabon
Portugal,Portugal
Kyrgyzstan,Qatar
Senegal,Senegal
Spain,Spain
Sweden,Sweden
Cameroon,Cameroon
Ivory Coast,Ivory Coast
Egypt,Sudan
Switzerland,Switzerland
Bahrain,Bahrain
China PR,China PR
Jordan,Iran
Iraq,Jordan
Japan,Japan
Kuwait,Kuwait
Lebanon,Lebanon
Oman,Oman
Qatar,Qatar
North Korea,Thailand
Uzbekistan,Uzbekistan
Greece,Portugal
Spain,Portugal
El Salvador,El Salvador
France,Portugal
Croatia,Portugal
Italy,Portugal
Sweden,Portugal
Czech Republic,Portugal
Netherlands,Portugal
Spain,Portugal
Portugal,Portugal
France,Portugal
England,Portugal
Iran,Iran
Jordan,Iran
Denmark,Portugal
Sweden,Portugal
Iraq,Iran
Germany,Portugal
Czech Republic,Portugal
Syria,Iran
Sudan,Benin
Ivory Coast,Egypt
Portugal,Portugal
Russia,Portugal
England,Portugal
Iran,Iran
Jordan,Iran
France,Portugal
Sweden,Portugal
Italy,Portugal
Czech Republic,Portugal
Iran,Iran
Syria,Iran
Netherlands,Portugal
England,Portugal
Greece,Portugal
Iran,Iran
Jordan,Iran
Netherlands,Portugal
Czech Republic,Portugal
Zimbabwe,Swaziland
Portugal,Portugal
Greece,Portugal
China PR,China PR
Angola,Gabon
Senegal,Senegal
Libya,Sudan
Egypt,Benin
Cameroon,Cameroon
Greece,Portugal
Bahrain,Thailand
Jordan,Thailand
Japan,Japan
United Arab Emirates,China PR
Thailand,Thailand
Serbia,Japan
Japan,Japan
Bahrain,China PR
Uzbekistan,China PR
Indonesia,China PR
Turkmenistan,China PR
Jordan,China PR
Kuwait,China PR
Iran,China PR
Japan,China PR
Qatar,China PR
China PR,China PR
Iraq,China PR
Uzbekistan,China PR
Jordan,China PR
South Korea,China PR
Iran,China PR
Japan,China PR
Bahrain,China PR
China PR,China PR
Iraq,China PR
Uzbekistan,China PR
United Arab Emirates,China PR
South Korea,China PR
Iran,China PR
Oman,China PR
China PR,China PR
Bahrain,China PR
Jordan,China PR
Iran,China PR
Japan,China PR
Iran,China PR
Honduras,El Salvador
Iran,China PR
Japan,China PR
El Salvador,El Salvador
England,England
Iceland,Iceland
Bulgaria,Republic of Ireland
Argentina,Japan
Azerbaijan,Jordan
Estonia,Liechtenstein
Denmark,Poland
Hungary,Scotland
Spain,Spain
Netherlands,Sweden
Northern Ireland,Switzerland
Malaysia,Thailand
Kuwait,Bahrain
Syria,Yemen
Yemen,Yemen
Lebanon,Jordan
Bahrain,Bahrain
Scotland,Spain
Wales,Azerbaijan
Finland,Finland
Bulgaria,Iceland
Republic of Ireland,Republic of Ireland
Poland,Northern Ireland
Switzerland,Switzerland
Brazil,Brazil
Egypt,Egypt
Ivory Coast,Ivory Coast
Jamaica,El Salvador
Israel,Israel
Iran,Jordan
Ukraine,Kazakhstan
Bahrain,Kyrgyzstan
Uzbekistan,Qatar
England,Poland
Portugal,Portugal
Slovenia,Scotland
Croatia,Sweden
Republic of Ireland,Switzerland
Syria,Tajikistan
Saudi Arabia,Turkmenistan
Yemen,Yemen
Iraq,Taiwan
Syria,Lebanon
Gabon,Gabon
Kuwait,Lebanon
Kuwait,Lebanon
Oman,Oman
Syria,Qatar
Jordan,Thailand
Northern Ireland,Azerbaijan
United States,El Salvador
England,England
Finland,Finland
Nigeria,Gabon
Germany,Iran
Switzerland,Israel
Portugal,Liechtenstein
Norway,Scotland
Spain,Spain
Cameroon,Sudan
Sweden,Sweden
Ivory Coast,Benin
Ecuador,Ecuador
England,Azerbaijan
Colombia,Brazil
Sweden,Iceland
Uzbekistan,Jordan
Republic of Ireland,Republic of Ireland
Albania,Kazakhstan
Kuwait,Kuwait
South Korea,Lebanon
Austria,Northern Ireland
Japan,Oman
Portugal,Portugal
Iran,Qatar
Tajikistan,Tajikistan
Thailand,Thailand
Palestine,Taiwan
India,Kuwait
Kuwait,Kuwait
Norway,England
Iraq,Qatar
Republic of Ireland,Republic of Ireland
Netherlands,Spain
Bulgaria,Azerbaijan
Bahrain,Bahrain
China PR,China PR
Ecuador,Ecuador
Iran,Iran
Japan,Japan
Kuwait,Kuwait
Vietnam,Lebanon
Latvia,Liechtenstein
India,Oman
Qatar,Qatar
Sweden,Scotland
Spain,Spain
Yemen,Thailand
Uzbekistan,Uzbekistan
Bulgaria,Egypt
Slovakia,Thailand
Estonia,Thailand
Finland,Bahrain
Oman,Bahrain
Qatar,Qatar
Hungary,Thailand
Slovakia,Thailand
Latvia,Bahrain
Oman,Bahrain
Qatar,Qatar
Kuwait,Kuwait
Oman,Qatar
United Arab Emirates,Qatar
Yemen,Qatar
Kuwait,Qatar
Oman,Qatar
Iraq,Qatar
Bahrain,Qatar
Saudi Arabia,Qatar
United Arab Emirates,Qatar
Germany,Japan
Qatar,Qatar
Bahrain,Qatar
Kuwait,Qatar
Iran,Iran
Oman,Qatar
Qatar,Qatar
Germany,Thailand
Bahrain,Qatar
Oman,Qatar
Basque Country,Spain
Argentina,Spain
Malta,Spain
Egypt,Egypt
Norway,Kuwait
Norway,Bahrain
Ecuador,Ecuador
Kuwait,Kuwait
Norway,Jordan
Ecuador,Ecuador
Japan,Japan
Bahrain,Qatar
Iran,Iran
Japan,Japan
Kuwait,China PR
Moldova,Azerbaijan
Iran,Bahrain
Egypt,Egypt
Netherlands,England
Republic of Ireland,Republic of Ireland
Croatia,Israel
Japan,Japan
Canada,Northern Ireland
Belarus,Poland
Spain,Spain
Saudi Arabia,Uzbekistan
Hong Kong,Taiwan
Hong Kong,Taiwan
North Korea,Taiwan
Mongolia,Taiwan
North Korea,Taiwan
Finland,Kuwait
Sudan,Sudan
North Korea,Taiwan
Congo,Gabon
Iran,Iran
Kuwait,Kuwait
England,England
Republic of Ireland,Israel
Russia,Liechtenstein
Poland,Poland
Portugal,Portugal
Senegal,Senegal
Spain,Spain
Brazil,Brazil
Cameroon,Cameroon
Ecuador,Ecuador
Egypt,Egypt
Ivory Coast,Ivory Coast
Republic of Ireland,Republic of Ireland
England,England
France,Israel
Japan,Japan
Saudi Arabia,Kuwait
Poland,Poland
Switzerland,Switzerland
Brazil,Brazil
Peru,Japan
Sudan,Sudan
United Arab Emirates,Japan
Gibraltar,Gibraltar
United Arab Emirates,Japan
Egypt,Kuwait
Chad,Sudan
Iran,Iran
Poland,Poland
Denmark,Finland
Japan,Bahrain
Iran,Iran
South Korea,Uzbekistan
Poland,Azerbaijan
Cameroon,Benin
Ecuador,Ecuador
Hungary,Iceland
Israel,Republic of Ireland
Germany,Northern Ireland
Portugal,Portugal
Scotland,Scotland
Spain,Spain
Sweden,Sweden
Brazil,Brazil
Egypt,Egypt
Netherlands,Finland
Iceland,Iceland
Iran,Iran
Iraq,Jordan
Turkey,Kazakhstan
Japan,Thailand
South Korea,Kuwait
Bosnia and Herzegovina,Spain
Norway,Sweden
Australia,England
India,Pakistan
India,Pakistan
Gabon,Gabon
Pakistan,Pakistan
Togo,Senegal
Cameroon,Cameroon
Costa Rica,China PR
Ivory Coast,Ivory Coast
China PR,China PR
Saare County,Scotland
Shetland,Scotland
Guernsey,Scotland
Ynys Môn,Scotland
Shetland,Scotland
Saare County,Scotland
Greenland,Scotland
Guernsey,Scotland
Falkland Islands,Scotland
Isle of Man,Scotland
Ynys Môn,Scotland
Greenland,Scotland
Saare County,Scotland
Isle of Man,Scotland
Western Isles,Scotland
Guernsey,Scotland
Isle of Man,Scotland
Åland Islands,Scotland
Guernsey,Scotland
Western Isles,Scotland
Orkney,Scotland
Åland Islands,Scotland
Ynys Môn,Scotland
Western Isles,Scotland
Shetland,Scotland
United Arab Emirates,Switzerland
United Arab Emirates,Switzerland
Bahrain,Bahrain
Iraq,Bahrain
Angola,Portugal
North Korea,Bahrain
Ecuador,Ecuador
Iceland,Iceland
Italy,Republic of Ireland
Japan,Japan
Armenia,Jordan
Georgia,Kazakhstan
Slovakia,Liechtenstein
Portugal,Portugal
Ghana,England
Spain,Spain
Sudan,Sudan
Sweden,Sweden
Uzbekistan,Uzbekistan
Iran,Iran
Croatia,Iceland
Northern Ireland,Northern Ireland
Poland,Poland
Portugal,Portugal
Italy,Scotland
Spain,Spain
Sweden,Sweden
Israel,Switzerland
Brazil,Brazil
Egypt,Egypt
Cameroon,Ivory Coast
Austria,Azerbaijan
Finland,Finland
France,Republic of Ireland
Japan,Japan
Greece,Kazakhstan
Liechtenstein,Liechtenstein
Northern Ireland,Northern Ireland
Poland,Poland
Serbia,Spain
Poland,Poland
Egypt,Cameroon
Uruguay,Ecuador
England,England
Romania,Finland
Algeria,Gabon
Israel,Israel
Wales,Northern Ireland
Portugal,Portugal
Belarus,Scotland
Senegal,Senegal
Ivory Coast,Sudan
France,Switzerland
Bahrain,Uzbekistan
Australia,England
Benin,Benin
Iraq,Qatar
Uzbekistan,Bahrain
Brazil,Brazil
England,England
Czech Republic,Finland
Switzerland,Republic of Ireland
Denmark,Kazakhstan
Portugal,Portugal
Sweden,Sweden
Kernow,England
Madagascar,Madagascar
Syria,Oman
Bahrain,Bahrain
Tanzania,Zanzibar
Tajikistan,Tajikistan
Paraguay,Iran
England,Switzerland
Estonia,Finland
North Macedonia,Liechtenstein
Portugal,Portugal
United States,Scotland
Spain,Spain
Switzerland,Switzerland
Serbia,China PR
Poland,Spain
Iran,Iran
Portugal,Northern Ireland
Trinidad and Tobago,Bahrain
Tunisia,Egypt
Italy,Switzerland
Japan,Japan
Poland,Poland
Argentina,Qatar
Ethiopia,Sudan
Iraq,Kuwait
Iraq,Qatar
Syria,Qatar
Saudi Arabia,Qatar
Syria,Qatar
Iraq,Qatar
Oman,Qatar
Maldives,Pakistan
Pakistan,Pakistan
Bangladesh,Pakistan
India,Pakistan
Iraq,Qatar
Maldives,Pakistan
Pakistan,Pakistan
Bangladesh,Pakistan
India,Pakistan
Iraq,Qatar
Maldives,Pakistan
Afghanistan,Pakistan
India,Pakistan
Nepal,Pakistan
India,Pakistan
Bangladesh,Pakistan
India,Pakistan
Mauritius,Réunion
Pakistan,Bangladesh
Latvia,Thailand
Galicia,Spain
Latvia,Thailand
Bangladesh,Pakistan
Senegal,Egypt
Egypt,Egypt
North Korea,Thailand
Cameroon,Spain
Paraguay,Spain
Andalusia,Spain
Uganda,Egypt
Egypt,Egypt
Latvia,Thailand
Qatar,Qatar
Egypt,Egypt
South Africa,Egypt
DR Congo,Senegal
Egypt,Egypt
Cameroon,Egypt
Ivory Coast,Egypt
DR Congo,Egypt
Guinea,Egypt
Tunisia,Egypt
Nigeria,Egypt
Senegal,Egypt
Morocco,Egypt
Ivory Coast,Egypt
DR Congo,Egypt
Cameroon,Egypt
Ecuador,Ecuador
Tunisia,Egypt
Guinea,Egypt
Ghana,Egypt
Nigeria,Egypt
Egypt,Egypt
Morocco,Egypt
Angola,Egypt
Cameroon,Egypt
Syria,Bahrain
Guinea,Egypt
Zambia,Egypt
Zimbabwe,Egypt
Nigeria,Egypt
Jordan,Thailand
Egypt,Egypt
Senegal,Egypt
Ivory Coast,Egypt
Tunisia,Egypt
Oman,Qatar
Egypt,Egypt
Kuwait,Kuwait
Ivory Coast,Egypt
Nigeria,Egypt
Ivory Coast,Egypt
Honduras,China PR
Oman,Oman
Jordan,Jordan
Qatar,Qatar
Palestine,Bahrain
Thailand,Thailand
Japan,Japan
Palestine,Bahrain
New Zealand,New Zealand
Australia,Bahrain
China PR,China PR
Iran,Iran
Japan,Japan
Jordan,Jordan
Kuwait,Lebanon
Uzbekistan,Uzbekistan
Saudi Arabia,Yemen
New Zealand,New Zealand
Ukraine,Azerbaijan
Trinidad and Tobago,England
Croatia,Switzerland
Hong Kong,Bangladesh
England,England
Iran,Iran
Republic of Ireland,Republic of Ireland
Denmark,Israel
Bahrain,Kuwait
Northern Ireland,Northern Ireland
Oman,Oman
United Arab Emirates,Pakistan
Palestine,Jordan
Qatar,Qatar
Switzerland,Scotland
Senegal,Senegal
Spain,Spain
Thailand,Thailand
Japan,Japan
Bangladesh,Bangladesh
Palestine,Bangladesh
Pakistan,Bangladesh
Nepal,Bangladesh
Sri Lanka,Bangladesh
Tajikistan,Bangladesh
Taiwan,Bangladesh
Bangladesh,Bangladesh
Palestine,Bangladesh
Sri Lanka,Bangladesh
Brunei,Bangladesh
Tajikistan,Bangladesh
Palestine,Bangladesh
Afghanistan,Bangladesh
Brunei,Bangladesh
Cambodia,Bangladesh
Macau,Bangladesh
Nepal,Bangladesh
Kyrgyzstan,Bangladesh
Kyrgyzstan,Bangladesh
Sri Lanka,Bangladesh
Kyrgyzstan,Bangladesh
Tajikistan,Bangladesh
Turkey,Azerbaijan
Nepal,Bangladesh
Tajikistan,Bangladesh
Tajikistan,Bangladesh
Lithuania,Poland
Bulgaria,Japan
Scotland,Japan
Scotland,Japan
Poland,Poland
Wales,Spain
Chile,Republic of Ireland
Catalonia,Spain
Finland,Sweden
Portugal,Portugal
Russia,Spain
Ivory Coast,Switzerland
North Macedonia,Spain
Ghana,England
England,England
Colombia,Poland
Iran,Iran
Italy,Switzerland
Ukraine,Switzerland
Togo,Liechtenstein
Chile,Sweden
England,England
Spain,Spain
Switzerland,Switzerland
Brazil,Switzerland
Colombia,Spain
Ghana,Scotland
Ukraine,Switzerland
Spain,Switzerland
Kazakhstan,Kazakhstan
Kazakhstan,Kazakhstan
Jordan,Jordan
Jordan,Jordan
Iran,Iran
Japan,Japan
Iraq,Jordan
Ghana,England
Spain,Iceland
Qatar,Bangladesh
China PR,China PR
Uruguay,Egypt
England,England
Northern Ireland,Finland
Syria,Iran
Netherlands,Republic of Ireland
Japan,Japan
United Arab Emirates,Jordan
Switzerland,Liechtenstein
Oman,Pakistan
Hong Kong,Uzbekistan
Iraq,Jordan
Eswatini,Swaziland
Libya,Yemen
Libya,Yemen
Oman,Oman
Costa Rica,Switzerland
Jordan,Bahrain
Egypt,Egypt
England,England
Gabon,Gabon
Iceland,Northern Ireland
Finland,Poland
Scotland,Scotland
Senegal,Senegal
Spain,Spain
Switzerland,Switzerland
Brazil,England
Zambia,Chad
Sudan,Sudan
Angola,Swaziland
Brazil,England
Venezuela,Switzerland
Kazakhstan,Azerbaijan
Portugal,Finland
Denmark,Iceland
Kuwait,Kuwait
Northern Ireland,Northern Ireland
Oman,Oman
Serbia,Poland
Qatar,Qatar
Sweden,Sweden
Switzerland,Switzerland
Japan,Yemen
Iran,Jordan
Ghana,Japan
Iran,Jordan
Austria,Liechtenstein
Cameroon,Cameroon
North Macedonia,England
Poland,Kazakhstan
Portugal,Portugal
Scotland,Scotland
Sweden,Sweden
Benin,Benin
Ivory Coast,Ivory Coast
Uganda,Niger
Basque Country,Spain
Brazil,Sweden
Uzbekistan,Bangladesh
Sweden,Iceland
Czech Republic,Republic of Ireland
Finland,Kazakhstan
Kuwait,Kuwait
Denmark,Liechtenstein
Northern Ireland,Northern Ireland
Oman,Oman
Jordan,Pakistan
China PR,Jordan
Poland,Poland
Qatar,Qatar
Spain,Spain
Bahrain,Oman
Ghana,England
Bahrain,Bahrain
Iraq,China PR
Egypt,England
Finland,Finland
Iran,Iran
Republic of Ireland,Republic of Ireland
Croatia,Israel
Japan,Japan
Jordan,Jordan
Portugal,Portugal
Romania,Spain
Brazil,Switzerland
Uzbekistan,Uzbekistan
Yemen,Yemen
Panama,El Salvador
Poland,Poland
Yemen,Yemen
Réunion,Réunion
Comoros,Yemen
Yemen,Yemen
Mauritania,Lebanon
Sudan,Lebanon
Lebanon,Lebanon
Kazakhstan,Thailand
Sudan,Lebanon
Thailand,Thailand
Thailand,Thailand
Vietnam,Thailand
Sudan,Lebanon
Mauritania,Lebanon
Basque Country,Spain
Vietnam,Thailand
Kazakhstan,Thailand
Ecuador,Spain
Thailand,Thailand
Yemen,Yemen
Malaysia,Thailand
Myanmar,Thailand
Oman,Qatar
Myanmar,Thailand
Thailand,Thailand
Philippines,Thailand
Thailand,Thailand
Ecuador,Ecuador
Sweden,Ecuador
Zanzibar,Zanzibar
Vietnam,Thailand
Poland,Spain
Singapore,Thailand
Denmark,England
South Korea,England
Ghana,England
Wales,Northern Ireland
Portugal,England
China PR,China PR
Egypt,Egypt
Spain,England
Belarus,Iran
Ukraine,Israel
Slovakia,Spain
Azerbaijan,Uzbekistan
El Salvador,El Salvador
Guatemala,El Salvador
Costa Rica,El Salvador
El Salvador,El Salvador
Guatemala,El Salvador
Panama,El Salvador
Guatemala,El Salvador
Nicaragua,El Salvador
Panama,El Salvador
Honduras,El Salvador
Costa Rica,El Salvador
Panama,El Salvador
Panama,El Salvador
Guatemala,El Salvador
Chad,Benin
Azerbaijan,Kazakhstan
Kazakhstan,Kazakhstan
Kazakhstan,Kazakhstan
Uzbekistan,Kazakhstan
Azerbaijan,Kazakhstan
Uzbekistan,Kazakhstan
Lesotho,Swaziland
Brazil,Sweden
Cameroon,Cameroon
South Africa,Chad
Australia,China PR
Republic of Ireland,Republic of Ireland
England,Israel
Japan,Japan
Kazakhstan,Kazakhstan
Northern Ireland,Liechtenstein
Poland,Poland
Portugal,Portugal
Iran,Qatar
Scotland,Scotland
Senegal,Senegal
Spain,Spain
Guernsey,England
Egypt,Egypt
